lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
21,1,119.0,10,19,4,3,0,3,2,1
73,1,76.5,4,3,4,1,2,3,1,1
27,2,104.0,12,7,4,1,0,0,2,1
13,1,95.0,9,11,4,1,0,0,1,1
67,0,137.7,4,9,4,1,1,0,2,0
62,3,149.4,9,14,4,4,1,0,2,1
1,1,78.0,12,6,4,2,0,3,1,1
3,0,0.0,9,25,1,2,2,0,1,1
1,1,210.0,9,22,4,1,0,0,1,1
9,1,186.0,3,20,4,1,2,0,3,1
83,1,105.3,3,19,4,1,1,0,2,1
83,1,140.4,8,12,4,2,0,0,2,0
0,0,116.0,4,11,4,3,1,0,2,0
38,2,157.5,10,14,4,2,0,0,1,1
245,0,0.0,9,17,4,1,2,1,1,1
2,0,94.32,9,17,4,1,1,3,2,1
63,0,72.25,7,4,3,3,1,0,2,1
3,0,65.0,10,12,2,0,1,0,1,0
71,0,93.6,7,12,3,6,2,0,2,0
214,1,89.75,7,29,4,2,2,3,2,1
40,1,67.76,11,18,4,2,1,3,2,1
81,1,76.5,7,27,4,2,1,0,2,0
5,2,136.0,6,10,4,2,0,0,1,1
38,0,177.3,4,21,4,3,1,0,2,0
107,1,139.5,7,13,4,4,0,1,2,1
101,2,198.9,5,19,4,3,0,0,3,1
10,1,160.0,7,24,4,0,1,0,2,0
161,1,97.75,8,9,4,6,2,3,2,0
84,1,132.3,10,17,4,5,2,0,2,1
166,0,85.01,7,24,3,2,2,1,1,0
0,1,149.0,10,24,4,1,1,0,2,1
23,1,108.67,12,8,4,3,0,0,2,1
80,2,126.9,5,13,4,2,0,0,2,1
48,2,92.83,5,22,4,1,2,0,2,1
29,0,130.0,12,17,4,1,0,1,1,1
3,0,125.0,4,16,4,1,0,0,1,1
132,1,144.9,5,27,4,2,0,0,2,1
110,0,58.0,3,20,3,1,2,0,2,1
0,1,114.0,8,11,4,1,0,0,1,1
4,1,97.75,12,2,4,5,2,0,2,1
2,0,90.0,6,3,3,2,0,0,1,1
2,1,136.0,6,10,4,2,0,0,2,1
205,0,111.35,9,27,4,6,2,0,2,0
49,0,60.0,1,22,3,2,1,0,2,1
60,1,82.45,3,14,4,3,1,0,2,1
144,0,146.7,8,4,4,2,0,0,3,1
10,1,127.0,3,19,4,1,1,0,2,1
93,0,103.5,6,28,4,2,0,3,2,0
0,0,208.0,7,13,4,1,0,0,3,0
128,0,103.5,8,9,4,5,0,3,2,0
6,1,206.0,9,27,4,0,1,0,1,1
0,1,106.67,8,22,4,1,2,0,2,1
72,2,85.0,11,19,4,2,0,0,2,1
26,0,64.64,2,7,4,2,2,0,2,1
124,0,80.75,5,9,3,2,1,0,2,1
33,2,77.5,3,5,4,1,2,0,1,1
3,0,0.0,5,2,1,0,1,0,2,1
1,2,80.0,2,11,4,1,0,3,2,1
174,0,162.9,10,29,4,2,2,0,2,0
58,1,90.95,9,8,3,3,1,0,2,1
56,0,142.2,8,29,4,4,1,0,3,0
109,1,97.75,4,28,4,3,2,0,2,1
1,1,105.0,8,10,4,1,1,0,2,1
9,1,91.0,2,22,4,2,1,0,2,1
45,0,168.3,5,1,4,0,2,0,3,0
10,2,114.0,9,22,4,2,0,3,2,1
12,1,66.0,1,24,2,1,2,0,1,1
16,1,129.0,8,21,4,0,1,3,2,0
0,0,75.28,10,22,4,1,0,3,1,1
34,0,76.5,10,13,3,3,0,0,2,1
1,1,192.0,6,27,4,5,1,1,2,1
40,0,104.1,6,27,4,5,1,3,1,0
95,1,126.0,11,26,4,1,1,0,3,0
90,0,84.45,3,6,4,3,2,0,2,1
14,0,76.5,9,27,3,1,0,3,2,1
17,1,104.0,11,6,4,1,0,3,1,1
13,1,131.0,6,20,4,3,1,0,2,1
2,0,75.0,1,6,2,1,0,0,2,1
278,0,103.95,7,16,4,1,2,0,2,0
163,2,76.5,8,19,4,4,2,0,2,1
47,1,105.3,4,19,4,2,0,0,2,1
91,0,70.0,3,18,3,1,0,0,2,0
62,0,149.4,9,14,4,4,0,0,2,1
1,0,79.0,2,12,4,1,0,3,2,1
50,0,94.5,10,18,4,3,2,0,2,0
0,0,165.0,9,1,4,3,0,0,2,1
29,1,72.0,2,11,4,3,0,3,2,1
13,1,101.0,11,22,4,0,1,0,2,1
36,0,278.9,7,27,4,4,1,0,2,0
40,0,74.8,12,1,4,3,1,3,2,0
52,0,98.82,9,4,4,0,1,0,2,0
103,0,126.72,10,21,4,3,2,0,2,0
18,0,114.0,6,12,4,0,2,0,1,0
22,0,85.0,10,5,3,3,0,0,2,1
1,2,119.0,8,24,4,1,0,3,2,1
48,2,131.72,11,5,4,1,2,0,2,1
58,1,78.3,3,14,4,2,1,0,2,1
166,0,80.75,7,5,4,5,0,3,2,0
208,0,85.5,8,30,4,3,0,3,2,0
1,1,72.38,12,6,4,2,0,0,1,1
44,0,82.13,11,22,4,3,0,3,2,0
15,0,136.0,6,13,4,3,1,0,2,0
18,2,139.0,11,3,4,3,0,0,2,1
38,0,81.0,6,19,4,1,2,0,1,0
17,1,103.5,9,10,4,8,2,0,2,0
5,1,92.4,9,20,4,0,2,0,1,1
17,0,65.2,2,5,4,2,0,3,2,1
9,0,92.0,3,5,3,1,2,0,2,0
154,1,108.0,10,19,4,4,0,3,2,0
41,1,117.9,3,31,4,3,1,0,2,1
7,1,128.0,8,23,4,1,0,3,2,1
2,0,107.0,11,18,4,2,0,0,2,1
6,1,88.4,12,5,4,3,1,0,2,1
44,0,66.24,12,25,4,2,2,0,2,1
40,0,113.25,8,31,3,4,0,1,2,1
9,1,153.0,8,17,4,2,1,0,2,0
30,1,146.4,6,29,4,3,0,0,2,1
274,1,99.45,10,19,4,4,0,0,2,0
175,0,65.83,7,15,4,2,1,3,2,0
18,0,156.0,6,11,4,1,0,0,2,0
8,1,169.0,5,21,3,1,0,3,1,1
20,1,96.9,11,13,4,3,2,0,2,0
9,0,65.0,11,22,2,1,2,0,1,1
8,0,144.33,3,26,4,1,2,0,2,0
0,0,70.0,2,26,3,2,1,0,2,1
65,1,89.2,10,16,4,1,0,0,2,1
19,1,89.89,12,3,4,2,2,0,2,1
33,1,182.85,3,22,4,3,0,0,2,1
94,0,60.0,12,24,3,3,2,0,2,1
11,0,1.48,12,30,4,2,0,0,2,1
74,0,55.9,7,27,4,7,3,0,2,1
77,0,110.0,6,22,3,4,0,0,2,1
8,0,72.22,12,6,4,1,2,0,2,1
5,0,90.33,11,23,4,3,0,3,2,0
65,0,162.45,6,10,4,7,3,0,1,0
2,2,220.0,7,29,4,2,0,0,2,1
72,0,72.25,9,5,3,2,2,0,2,1
221,0,89.2,9,18,4,1,0,0,2,0
28,0,103.55,5,22,4,2,2,3,2,0
42,0,72.0,8,15,3,1,1,0,1,0
8,2,124.0,9,4,4,2,0,0,2,1
1,2,129.0,6,22,4,1,0,3,2,1
0,0,6.0,10,7,1,1,0,0,1,1
27,2,177.0,10,17,4,2,1,1,2,1
7,2,115.0,9,5,4,1,0,3,2,1
67,1,135.9,8,4,4,3,1,0,2,1
141,1,115.61,5,18,3,2,0,0,3,1
113,0,96.3,4,25,4,2,1,0,2,1
43,0,74.88,12,27,4,1,0,0,2,1
3,0,65.0,11,2,2,0,1,0,1,1
38,0,107.1,7,1,4,3,2,3,2,1
10,1,159.75,9,7,4,3,1,0,2,1
22,1,104.0,11,27,4,0,1,0,2,1
87,0,79.2,12,25,4,0,2,3,2,1
4,0,164.0,6,14,4,2,0,1,2,0
73,2,89.25,10,22,4,3,0,0,2,1
40,1,88.4,11,15,4,5,0,0,2,1
11,0,77.25,1,15,4,2,2,0,0,1
114,0,266.3,8,2,4,2,0,0,2,0
28,0,84.65,2,5,4,2,2,0,2,1
108,0,59.37,3,13,4,2,2,0,2,1
7,2,0.0,2,26,1,2,0,0,2,1
59,2,121.5,4,5,4,2,0,0,2,1
40,1,174.3,7,15,4,2,1,0,3,1
34,0,76.5,10,18,3,0,1,0,2,1
0,0,89.0,3,27,4,0,1,3,2,1
70,0,95.2,4,23,4,2,2,0,2,0
196,0,72.25,8,1,3,5,2,0,2,1
44,0,192.9,6,9,4,3,0,0,2,0
1,0,102.6,10,13,4,1,0,3,1,1
176,0,49.58,8,25,4,4,0,3,2,0
81,1,85.5,4,10,4,0,2,3,2,1
111,1,168.3,9,17,4,4,2,0,3,1
64,2,88.4,11,21,4,4,1,0,2,1
5,1,139.0,7,14,4,3,0,3,2,1
99,0,83.25,4,8,4,2,2,3,2,0
28,0,132.05,8,14,4,2,2,3,2,0
60,1,126.9,5,21,4,1,1,0,2,1
149,2,120.7,8,12,4,4,2,0,2,1
18,0,97.02,6,13,4,0,1,0,2,1
180,2,100.08,10,28,3,2,1,1,2,0
12,1,103.84,10,31,4,2,2,0,2,1
96,0,99.45,4,27,4,4,2,0,2,0
20,2,196.0,10,27,4,3,0,0,2,1
95,1,183.6,9,13,4,5,2,1,2,1
49,1,108.0,10,3,4,2,1,3,2,1
89,0,150.3,8,23,4,5,0,0,3,0
28,0,94.05,8,30,4,4,0,3,2,0
92,0,49.74,7,5,4,3,2,0,2,0
7,1,140.0,10,17,4,5,1,3,2,0
22,0,89.0,3,16,2,2,0,0,1,1
146,1,103.5,8,14,4,0,1,3,2,0
31,0,157.5,10,7,4,1,0,0,2,1
39,2,177.0,4,29,4,2,0,0,3,1
223,0,90.9,12,30,4,2,0,0,1,1
43,2,94.5,9,17,4,1,0,0,2,1
33,0,135.9,9,8,4,3,2,0,2,0
87,2,112.03,8,27,4,4,2,0,3,1
71,1,70.13,3,17,4,3,1,0,1,1
54,1,72.77,6,19,4,3,2,3,2,1
4,0,79.0,2,13,4,1,0,3,2,1
31,0,103.5,4,15,4,2,0,3,2,0
1,1,81.0,2,6,4,1,0,3,2,1
90,2,150.3,8,21,4,0,2,0,3,1
203,1,105.3,8,10,4,3,0,0,2,0
72,2,109.8,12,3,4,1,2,0,2,1
1,1,76.25,1,4,4,1,1,0,2,1
115,1,72.25,12,24,4,3,0,0,2,0
53,0,96.3,3,6,4,1,2,0,2,0
107,1,109.16,7,9,4,5,2,0,2,1
137,1,114.28,10,15,4,5,2,0,2,1
194,1,106.2,4,30,4,1,2,0,2,0
90,1,117.9,8,12,4,2,2,0,2,1
60,1,60.0,1,31,3,0,2,0,2,1
159,2,134.46,9,30,4,3,2,0,2,0
83,1,105.3,7,23,4,1,0,0,2,1
4,1,80.0,8,8,4,1,2,3,2,1
52,1,108.0,8,29,4,2,1,3,2,1
4,1,117.37,11,6,4,2,2,0,2,1
47,3,73.08,3,30,4,3,0,0,2,1
6,1,140.0,8,23,4,1,0,0,2,1
4,0,81.0,2,13,4,1,0,3,2,1
4,0,84.0,8,18,2,1,0,0,1,0
8,2,133.4,3,17,4,3,2,0,2,1
105,1,108.0,10,21,4,2,2,3,2,0
40,0,38.67,12,26,3,1,2,0,2,1
84,1,90.9,10,26,4,3,0,0,2,1
0,0,118.8,9,7,4,1,1,0,2,0
4,1,65.0,7,18,2,1,1,0,1,1
1,0,140.0,10,5,4,1,0,3,2,1
0,2,0.0,8,13,4,0,0,0,2,1
32,0,81.9,3,17,4,2,0,0,2,1
45,2,124.1,3,19,4,2,2,0,3,1
232,0,90.9,8,25,4,3,0,0,1,0
2,1,79.0,12,14,2,1,0,0,1,1
2,0,94.0,8,3,2,2,0,0,1,1
63,0,60.0,11,23,3,2,1,0,2,1
130,1,116.1,5,30,4,1,1,3,2,1
6,1,68.0,3,1,2,2,0,0,1,1
218,0,86.62,8,3,4,3,0,0,2,0
133,1,42.17,3,11,3,2,1,0,2,1
0,0,109.0,6,10,4,1,0,3,2,1
10,0,72.1,2,19,3,1,0,0,2,1
195,0,98.1,9,3,4,1,1,3,1,0
34,2,88.0,11,14,4,0,1,3,2,1
77,1,68.04,4,15,4,2,1,3,2,1
35,2,154.1,8,7,4,2,2,0,2,1
85,1,90.9,10,30,4,0,2,0,2,0
6,1,192.67,3,25,4,2,1,0,3,1
278,2,78.3,12,9,4,2,1,0,2,1
1,2,159.0,6,18,4,1,0,0,2,1
1,0,107.0,1,6,4,1,0,0,2,1
3,5,266.67,9,26,4,2,1,0,3,1
1,0,103.71,5,9,4,3,1,0,1,1
3,1,100.5,11,19,4,1,1,3,2,1
4,1,73.92,4,18,4,1,1,0,1,1
70,0,109.0,6,15,3,2,0,1,2,1
0,1,98.0,8,7,4,0,1,3,2,0
47,1,116.1,5,11,4,3,0,3,2,1
0,0,85.0,11,9,4,0,1,3,2,1
23,0,65.0,11,5,2,1,0,0,1,1
23,0,145.0,7,5,4,2,0,0,1,0
38,1,136.8,9,7,4,3,0,0,2,1
2,0,81.0,1,26,4,1,0,3,2,1
7,2,151.0,8,4,4,3,0,0,2,1
41,1,81.77,11,8,4,2,2,0,2,1
6,1,164.0,8,14,4,0,1,0,1,1
83,0,76.38,3,18,4,5,2,0,2,0
123,0,99.45,6,30,4,3,1,0,2,0
83,1,97.54,7,23,4,1,2,0,2,1
39,0,117.9,7,3,4,1,2,0,2,0
55,1,112.5,10,28,3,4,0,0,3,1
30,2,198.9,5,6,4,2,1,0,2,1
129,1,146.7,8,11,4,3,2,0,3,1
0,1,196.0,9,30,4,1,0,0,2,1
1,1,119.0,4,23,4,3,2,0,1,1
150,1,89.4,9,9,4,2,0,3,2,1
104,0,159.9,10,29,4,1,2,0,2,0
41,1,177.3,8,24,4,3,0,0,3,1
86,1,87.5,9,24,3,2,0,0,1,1
4,2,61.5,12,26,3,2,2,3,2,1
20,1,74.8,2,8,4,1,1,0,2,1
121,0,95.04,8,3,3,3,0,0,2,1
73,0,0.0,11,24,4,3,0,0,1,1
218,2,106.1,10,7,4,2,1,0,2,0
6,1,134.83,9,10,4,4,2,0,2,1
57,1,115.6,4,12,4,5,0,0,2,1
7,0,65.0,8,28,2,1,0,0,1,1
83,0,162.3,8,21,4,1,2,0,3,1
0,1,65.0,3,21,2,0,1,0,1,1
83,1,76.5,7,6,4,5,2,0,2,0
0,0,95.0,10,10,2,0,1,0,1,1
10,0,66.0,2,4,2,1,0,0,1,1
141,1,72.25,4,8,3,2,1,0,2,0
259,0,89.0,10,5,3,4,0,0,2,0
32,0,79.2,12,24,4,1,1,3,2,0
54,1,118.8,4,7,4,3,0,0,2,1
163,0,90.95,8,29,3,2,1,0,2,1
26,1,88.0,11,2,2,1,0,0,1,1
33,1,61.6,2,23,4,4,0,0,2,1
192,0,66.71,5,28,4,5,2,0,2,0
13,1,192.67,3,25,4,2,1,0,3,1
133,1,86.43,5,27,4,2,2,0,2,1
19,0,95.0,9,10,3,2,2,0,2,1
102,0,96.9,7,25,3,4,1,0,3,0
1,0,129.0,5,24,4,1,0,3,1,1
4,0,111.0,4,1,4,2,0,0,2,0
27,0,149.88,9,28,4,3,1,0,2,1
38,2,105.12,10,17,4,3,2,0,2,1
0,0,0.0,8,6,4,2,0,3,1,1
3,0,93.0,2,27,4,1,0,0,2,1
43,2,64.0,12,26,3,2,2,0,2,1
26,0,99.2,10,26,4,1,0,0,1,0
66,1,109.29,9,14,4,4,1,0,2,1
186,0,112.5,8,28,4,0,1,0,2,0
6,0,65.0,7,26,2,3,0,0,1,1
230,0,103.5,10,7,4,2,0,0,1,0
0,0,120.0,10,29,4,1,0,0,1,1
98,2,93.6,12,5,4,1,1,0,2,1
26,0,66.29,12,1,4,10,4,3,1,0
198,1,90.95,7,1,4,5,2,0,2,1
68,3,132.3,10,10,4,2,1,0,2,1
0,0,99.0,1,3,4,0,1,0,2,1
6,1,104.92,4,22,4,3,2,0,1,1
3,0,79.0,2,6,4,6,2,3,2,0
135,1,123.0,10,5,4,4,0,0,2,1
1,0,105.0,8,10,4,3,1,0,2,1
147,0,122.04,8,13,4,5,2,0,2,0
0,1,129.0,6,4,4,1,0,3,2,1
190,2,117.51,8,10,4,5,2,0,2,0
22,1,120.0,9,8,4,1,0,0,2,1
75,0,80.75,6,25,3,1,2,0,2,1
15,1,116.0,8,31,4,4,0,0,2,1
59,1,139.5,9,7,4,1,0,0,3,1
188,1,116.1,9,1,4,3,0,3,2,0
164,0,100.0,10,2,3,1,0,0,1,1
66,0,138.6,9,6,4,5,2,0,2,0
82,0,125.1,9,10,4,1,0,3,2,0
177,1,74.5,8,5,3,2,2,0,2,1
37,1,64.8,3,23,3,4,0,3,2,1
227,2,102.85,10,4,4,5,0,0,2,0
64,1,168.3,9,16,4,2,0,0,2,1
123,2,139.5,8,11,4,3,0,0,2,0
75,0,99.0,4,17,4,0,2,3,2,1
335,0,0.0,10,13,4,3,0,0,1,0
115,2,118.8,9,16,4,1,0,3,2,1
0,0,124.0,8,11,4,2,0,0,2,1
83,0,80.75,4,20,3,5,2,0,2,1
43,1,166.5,10,21,4,4,2,0,2,1
60,0,78.3,2,5,4,2,1,0,2,1
40,0,85.5,6,27,3,2,1,0,2,1
55,1,84.45,1,29,4,2,2,0,2,1
69,2,108.53,4,27,4,4,1,0,2,1
3,1,98.33,3,29,4,3,0,0,1,1
145,0,94.5,7,16,4,1,0,3,2,0
53,1,126.9,5,17,4,1,0,0,2,1
27,1,80.85,10,4,4,0,1,0,2,1
47,2,87.0,12,24,4,1,0,0,2,1
20,2,89.0,9,12,4,0,1,3,1,1
11,0,140.0,10,21,4,2,0,3,2,1
44,0,116.0,4,13,4,4,0,3,1,0
4,1,139.0,2,12,4,2,1,0,3,1
45,1,128.4,6,8,4,3,0,0,2,1
133,1,95.2,6,28,4,8,2,0,2,1
13,2,125.0,11,14,4,2,1,0,2,1
53,1,108.0,11,2,4,3,0,0,2,0
99,1,94.35,6,27,4,4,1,3,2,1
19,0,69.0,12,5,4,3,2,0,2,1
3,0,89.0,3,21,4,1,1,3,2,1
52,2,126.9,5,21,4,1,0,0,2,1
193,1,97.71,9,10,4,1,2,0,2,1
43,2,99.0,10,15,4,3,1,3,2,1
0,2,90.0,8,7,4,4,2,0,2,1
22,1,0.0,12,8,1,3,0,0,1,1
0,0,138.99,9,27,4,1,0,0,2,1
11,1,119.67,3,19,4,1,2,0,2,1
66,1,108.11,5,14,4,1,2,0,2,1
13,0,67.0,9,5,2,2,1,0,1,1
131,0,59.5,3,20,3,3,2,0,2,1
147,0,99.45,5,3,4,4,0,0,2,1
0,0,90.0,8,25,3,1,0,1,1,1
106,2,128.0,12,21,4,5,2,0,3,1
0,0,146.0,6,28,4,1,0,3,1,1
1,0,77.6,1,22,4,2,0,0,2,1
132,0,100.3,12,8,4,5,2,0,2,0
292,0,91.79,12,30,4,3,2,0,2,0
170,2,148.0,8,6,4,5,2,0,3,0
64,1,162.4,11,18,4,2,1,0,2,1
20,1,132.67,5,30,4,2,1,0,2,1
55,2,80.24,12,24,4,3,2,3,2,1
31,1,148.69,9,26,4,3,1,0,2,1
80,1,117.9,8,12,4,2,0,0,2,1
26,1,119.0,10,16,4,3,2,3,2,0
132,0,79.2,11,25,4,2,0,3,2,1
20,2,129.0,9,24,4,1,2,3,2,1
16,2,101.0,4,17,4,0,2,0,2,1
49,0,76.5,3,14,4,1,1,0,1,0
90,0,80.75,4,13,4,4,0,3,2,0
218,2,116.1,9,29,4,1,0,3,2,0
136,1,154.8,9,30,4,2,1,0,3,0
124,1,96.3,6,27,4,2,1,0,2,1
52,0,140.4,5,11,4,3,0,0,2,0
75,2,168.3,8,12,4,3,2,0,3,1
112,1,100.05,11,13,4,3,2,0,2,1
30,1,181.8,9,1,4,3,0,0,1,1
36,1,177.77,9,24,4,5,2,0,2,1
88,0,88.7,3,23,4,4,0,0,2,1
4,0,124.36,9,13,4,2,0,0,2,0
196,0,101.15,12,27,4,5,1,0,2,1
107,3,127.38,9,24,4,3,2,0,0,1
13,0,120.0,10,18,4,0,2,0,1,1
52,2,116.1,5,13,4,2,1,3,2,1
176,0,116.1,9,8,3,3,0,0,1,0
6,1,109.5,2,24,4,4,0,0,2,1
20,0,85.0,6,2,3,1,0,3,1,1
0,0,127.0,6,23,4,1,0,0,2,1
14,1,129.0,9,20,4,1,0,3,2,1
97,2,141.3,7,21,4,3,2,0,3,1
158,1,99.45,7,3,4,3,2,0,2,1
1,2,170.0,8,10,4,2,0,0,2,1
113,0,150.3,8,23,4,2,0,0,3,0
1,0,65.0,12,3,2,1,0,0,1,1
212,1,70.0,5,20,3,3,2,0,1,1
93,2,177.3,9,27,4,3,0,0,2,0
102,0,109.0,10,16,3,1,0,1,2,1
4,4,0.0,7,5,1,1,0,0,1,1
109,1,102.28,6,26,4,4,2,0,2,1
228,1,76.85,7,29,4,2,1,0,2,1
116,1,81.9,4,17,4,1,2,0,2,1
64,1,64.37,11,21,4,2,1,3,1,1
15,2,105.62,10,29,4,3,0,0,2,1
83,1,96.3,4,7,4,2,0,0,2,1
33,0,190.8,9,3,4,1,2,0,2,1
6,1,106.25,5,23,4,2,1,0,1,1
83,3,126.9,6,10,4,2,1,0,2,1
114,0,80.75,4,3,3,3,2,0,2,1
54,1,0.0,11,24,1,1,0,0,2,1
35,1,112.5,3,21,4,2,1,0,2,1
47,1,93.5,3,21,4,3,1,0,2,1
31,0,50.6,2,6,4,2,2,3,2,1
22,0,0.0,2,2,1,2,0,0,2,1
50,1,68.07,12,3,4,2,2,0,2,1
52,1,122.4,12,29,4,3,0,0,2,1
55,1,126.9,6,18,4,2,2,0,2,1
3,0,160.8,6,11,4,1,0,0,2,1
26,2,148.0,5,22,4,0,2,0,2,1
25,2,156.0,4,30,4,1,0,0,2,1
45,1,103.95,3,17,4,2,0,0,2,0
33,1,80.46,2,23,4,5,0,0,2,1
30,4,139.0,10,21,4,2,0,0,2,1
36,2,203.02,4,15,4,2,1,0,3,1
0,0,133.0,9,7,4,0,1,0,2,1
72,2,118.8,10,20,4,3,0,0,2,1
92,1,69.5,2,9,4,2,0,0,2,1
11,2,89.89,11,27,4,2,2,0,1,1
0,0,95.0,9,16,3,2,0,0,2,1
2,0,67.0,7,3,2,0,2,0,1,1
99,0,146.7,7,3,4,2,2,0,3,0
126,2,90.53,12,27,3,3,0,0,2,1
21,1,94.35,6,12,4,1,2,0,2,1
64,0,112.2,4,15,4,3,2,0,2,1
42,1,127.79,3,12,4,5,2,1,2,1
3,0,104.0,3,3,4,1,0,0,1,1
29,2,85.0,12,2,2,2,0,0,2,1
152,2,74.8,12,18,4,2,2,3,2,1
92,1,80.3,3,7,4,2,1,0,2,1
37,1,108.11,5,21,4,1,0,0,2,1
13,0,130.33,4,5,4,5,1,0,2,1
39,0,150.3,3,31,4,3,0,0,3,1
21,0,94.0,10,26,3,3,1,0,2,1
11,1,65.29,11,13,4,4,2,0,2,1
181,0,71.1,11,18,4,2,0,3,2,0
98,0,80.75,9,16,3,2,1,0,2,1
41,0,106.8,3,24,4,3,0,3,2,1
196,0,85.5,8,6,4,1,1,3,2,0
11,0,145.0,7,5,4,6,2,0,1,0
143,1,118.65,6,26,4,0,2,0,2,0
157,2,102.86,10,22,4,5,2,0,2,0
4,0,95.0,10,19,2,1,1,0,1,1
196,0,121.98,9,3,4,6,2,0,2,0
0,1,0.0,9,17,1,1,0,0,1,1
45,2,157.68,6,27,4,3,1,1,3,1
122,0,75.0,6,9,3,3,1,0,2,1
31,2,96.75,4,17,4,2,2,0,2,1
40,0,65.0,3,13,2,1,2,0,1,1
31,1,110.7,6,8,4,2,0,0,2,0
34,0,138.7,11,7,4,2,1,0,1,1
5,1,68.53,5,16,4,0,1,3,2,1
22,2,105.0,9,4,4,2,1,0,2,1
48,1,133.74,8,26,4,3,2,0,2,0
43,1,85.5,10,20,3,1,0,0,2,1
156,0,116.1,9,25,4,1,2,3,2,0
204,0,137.0,10,18,4,2,2,0,3,0
0,0,103.0,3,15,4,1,0,0,1,1
207,2,76.5,8,21,4,3,2,0,2,1
7,1,117.04,10,3,4,2,1,0,2,1
0,0,95.0,6,22,0,1,0,0,1,1
11,2,98.0,1,17,4,0,2,0,2,1
33,0,63.58,3,16,3,4,1,0,2,1
160,0,114.5,8,22,4,2,1,0,2,0
58,1,66.53,10,30,4,2,0,3,2,1
164,0,105.3,7,29,4,1,0,0,2,0
52,0,94.5,7,18,4,2,1,3,2,0
49,0,112.2,4,10,4,2,2,0,1,0
12,1,101.68,6,30,4,1,0,3,2,1
134,0,94.5,5,17,4,3,0,3,2,0
128,2,146.7,7,8,4,2,0,0,3,1
80,0,93.6,11,25,4,2,0,0,2,0
30,0,85.5,6,2,3,2,0,0,2,1
254,1,92.28,10,12,4,4,0,0,2,0
6,1,95.0,1,26,4,1,0,0,1,1
37,1,105.4,6,19,3,3,2,0,3,1
69,0,81.09,9,6,3,2,2,0,2,1
125,1,84.58,7,18,3,5,2,1,2,1
22,3,122.5,9,4,4,4,2,0,3,1
10,1,155.0,9,3,4,1,0,0,2,1
57,2,94.5,10,10,4,1,2,0,2,1
90,1,96.3,4,25,4,1,1,0,2,1
1,0,65.0,11,5,2,1,0,0,1,1
23,1,93.94,9,5,4,0,1,0,2,1
55,0,72.25,10,23,3,3,2,3,2,1
5,1,120.6,2,28,4,3,2,0,2,1
37,0,88.0,12,14,4,2,0,3,2,0
27,1,99.0,4,12,4,2,0,3,2,0
1,2,0.0,3,22,1,1,0,0,1,1
144,0,97.75,7,6,4,4,0,3,2,0
81,2,135.15,5,9,4,4,1,0,2,0
50,0,150.3,6,29,4,3,0,0,3,0
44,1,104.48,10,3,4,3,1,0,2,1
22,0,190.58,4,16,4,2,2,0,3,0
4,1,137.0,5,11,4,1,0,0,1,1
26,0,161.6,6,17,4,4,2,0,3,0
115,0,58.0,3,26,3,1,2,0,2,1
83,0,80.75,3,28,3,4,1,0,2,1
84,0,82.45,3,29,4,5,2,0,2,1
54,0,112.2,4,10,4,3,2,0,2,0
91,0,109.98,10,24,4,4,1,0,2,1
49,1,98.82,12,1,4,2,0,0,2,1
8,2,151.33,9,30,4,3,0,0,2,1
0,0,210.0,7,13,4,1,0,1,2,0
0,0,85.03,9,11,4,0,1,3,1,1
70,1,158.4,9,16,4,2,1,0,2,1
60,0,94.5,4,17,4,0,1,3,2,1
7,0,89.89,12,2,4,2,2,0,2,1
49,0,159.3,7,20,4,2,0,0,3,0
57,2,0.0,4,1,4,0,0,0,3,1
21,0,72.38,11,22,4,2,0,3,2,0
10,0,215.0,5,13,4,3,2,0,1,0
82,0,43.33,3,26,3,1,2,0,2,1
128,2,162.0,9,24,4,3,2,0,3,1
32,0,85.5,4,17,4,1,2,0,1,0
100,0,53.24,3,16,4,4,0,0,2,1
210,2,90.0,8,16,4,2,0,3,2,0
49,0,89.91,9,6,4,3,0,3,2,0
0,1,115.0,8,10,4,0,1,0,2,1
138,1,121.5,7,14,4,2,0,0,2,1
86,1,192.86,10,20,4,3,0,0,4,1
45,0,71.1,3,11,4,2,0,3,2,0
67,0,168.9,12,27,4,3,0,0,2,0
5,1,250.0,5,27,4,1,0,0,2,1
54,1,191.2,10,28,4,2,2,0,2,1
40,0,65.0,10,5,3,1,1,0,1,1
0,2,129.0,6,18,4,1,0,3,1,1
89,2,95.0,9,20,3,5,2,0,2,1
10,1,90.0,8,29,4,1,2,0,2,1
68,2,137.7,7,23,4,2,2,0,3,1
31,1,135.9,7,9,4,1,1,0,2,1
30,1,110.88,10,28,4,1,0,0,1,1
32,0,137.52,9,13,4,5,2,0,2,0
25,0,130.0,10,27,4,3,1,0,2,0
87,0,109.65,4,30,4,3,2,3,2,0
10,0,93.0,2,25,4,3,0,0,2,0
21,2,170.0,9,23,4,2,0,0,2,1
141,0,82.45,7,5,3,5,2,0,2,1
4,1,231.0,7,15,4,1,0,0,2,1
61,0,80.75,9,15,4,1,0,0,1,1
116,0,87.0,2,28,3,1,2,0,2,1
72,0,75.0,11,24,3,3,0,0,2,1
137,0,94.5,4,17,4,0,1,3,2,1
